Date,Source,Site ID,POC,Daily Max 8-hour Ozone Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,CBSA Code,CBSA Name,State FIPS Code,State,County FIPS Code,County,Site Latitude,Site Longitude
6/3/2023,AQS,80050006,1,0.057,ppm,58,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
6/4/2023,AQS,80050006,1,0.053,ppm,49,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
6/5/2023,AQS,80050006,1,0.054,ppm,50,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
6/6/2023,AQS,80050006,1,0.054,ppm,50,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
6/7/2023,AQS,80050006,1,0.058,ppm,61,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
6/8/2023,AQS,80050006,1,0.066,ppm,87,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
6/9/2023,AQS,80050006,1,0.059,ppm,64,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
6/10/2023,AQS,80050006,1,0.064,ppm,80,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
6/11/2023,AQS,80050006,1,0.056,ppm,54,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
6/12/2023,AQS,80050006,1,0.054,ppm,50,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
6/13/2023,AQS,80050006,1,0.054,ppm,50,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
6/14/2023,AQS,80050006,1,0.052,ppm,48,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
6/15/2023,AQS,80050006,1,0.056,ppm,54,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
6/16/2023,AQS,80050006,1,0.045,ppm,42,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
6/17/2023,AQS,80050006,1,0.054,ppm,50,Aurora East,13,76,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
6/18/2023,AirNow,80050006,1,0.052,ppm,48,Aurora East,24,100,44201,Ozone,,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
6/19/2023,AirNow,80050006,1,0.058,ppm,61,Aurora East,24,100,44201,Ozone,,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
6/20/2023,AQS,80050006,1,0.06,ppm,67,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
6/21/2023,AQS,80050006,1,0.053,ppm,49,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
6/22/2023,AQS,80050006,1,0.052,ppm,48,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
6/23/2023,AQS,80050006,1,0.048,ppm,44,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
6/24/2023,AQS,80050006,1,0.065,ppm,84,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
6/25/2023,AQS,80050006,1,0.049,ppm,45,Aurora East,13,76,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
6/26/2023,AirNow,80050006,1,0.047,ppm,44,Aurora East,24,100,44201,Ozone,,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
6/27/2023,AQS,80050006,1,0.047,ppm,44,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
6/28/2023,AQS,80050006,1,0.056,ppm,54,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
6/29/2023,AQS,80050006,1,0.052,ppm,48,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
6/30/2023,AQS,80050006,1,0.052,ppm,48,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
7/1/2023,AQS,80050006,1,0.061,ppm,71,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
7/2/2023,AQS,80050006,1,0.06,ppm,67,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
7/3/2023,AQS,80050006,1,0.055,ppm,51,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
7/4/2023,AQS,80050006,1,0.048,ppm,44,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
7/5/2023,AQS,80050006,1,0.041,ppm,38,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
7/6/2023,AQS,80050006,1,0.041,ppm,38,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
7/7/2023,AQS,80050006,1,0.055,ppm,51,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
7/8/2023,AQS,80050006,1,0.049,ppm,45,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
7/9/2023,AQS,80050006,1,0.052,ppm,48,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
7/10/2023,AQS,80050006,1,0.056,ppm,54,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
7/11/2023,AQS,80050006,1,0.067,ppm,90,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
7/12/2023,AQS,80050006,1,0.057,ppm,58,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
7/13/2023,AQS,80050006,1,0.06,ppm,67,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
7/14/2023,AQS,80050006,1,0.052,ppm,48,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
7/15/2023,AQS,80050006,1,0.059,ppm,64,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
7/16/2023,AQS,80050006,1,0.058,ppm,61,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
7/17/2023,AQS,80050006,1,0.053,ppm,49,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
7/18/2023,AQS,80050006,1,0.059,ppm,64,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
7/19/2023,AQS,80050006,1,0.052,ppm,48,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
7/20/2023,AQS,80050006,1,0.051,ppm,47,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
7/21/2023,AQS,80050006,1,0.057,ppm,58,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
7/22/2023,AQS,80050006,1,0.058,ppm,61,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
7/23/2023,AQS,80050006,1,0.057,ppm,58,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
7/24/2023,AQS,80050006,1,0.061,ppm,71,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
7/25/2023,AQS,80050006,1,0.064,ppm,80,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
7/26/2023,AQS,80050006,1,0.054,ppm,50,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
7/27/2023,AQS,80050006,1,0.051,ppm,47,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
7/28/2023,AQS,80050006,1,0.056,ppm,54,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
7/29/2023,AQS,80050006,1,0.073,ppm,108,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
7/30/2023,AQS,80050006,1,0.06,ppm,67,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
7/31/2023,AQS,80050006,1,0.063,ppm,77,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
8/1/2023,AQS,80050006,1,0.064,ppm,80,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
8/2/2023,AQS,80050006,1,0.076,ppm,119,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
8/3/2023,AQS,80050006,1,0.053,ppm,49,Aurora East,15,88,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
8/8/2023,AQS,80050006,1,0.062,ppm,74,Aurora East,13,76,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
8/9/2023,AQS,80050006,1,0.063,ppm,77,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
8/10/2023,AQS,80050006,1,0.064,ppm,80,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
8/11/2023,AQS,80050006,1,0.058,ppm,61,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
8/12/2023,AQS,80050006,1,0.05,ppm,46,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
8/13/2023,AQS,80050006,1,0.046,ppm,43,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
8/14/2023,AirNow,80050006,1,0.052,ppm,48,Aurora East,24,100,44201,Ozone,,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
8/15/2023,AQS,80050006,1,0.065,ppm,84,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
8/16/2023,AQS,80050006,1,0.055,ppm,51,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
8/17/2023,AQS,80050006,1,0.056,ppm,54,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
8/18/2023,AQS,80050006,1,0.066,ppm,87,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
8/19/2023,AQS,80050006,1,0.057,ppm,58,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
8/20/2023,AQS,80050006,1,0.053,ppm,49,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
8/21/2023,AQS,80050006,1,0.045,ppm,42,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
8/22/2023,AQS,80050006,1,0.057,ppm,58,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
8/23/2023,AQS,80050006,1,0.06,ppm,67,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
8/24/2023,AQS,80050006,1,0.069,ppm,97,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
8/25/2023,AQS,80050006,1,0.044,ppm,41,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
8/26/2023,AQS,80050006,1,0.052,ppm,48,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
8/27/2023,AQS,80050006,1,0.049,ppm,45,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
8/28/2023,AQS,80050006,1,0.053,ppm,49,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
8/29/2023,AQS,80050006,1,0.054,ppm,50,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
8/30/2023,AQS,80050006,1,0.052,ppm,48,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
8/31/2023,AQS,80050006,1,0.053,ppm,49,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
9/1/2023,AQS,80050006,1,0.049,ppm,45,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
9/2/2023,AQS,80050006,1,0.054,ppm,50,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
9/3/2023,AQS,80050006,1,0.052,ppm,48,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
9/4/2023,AQS,80050006,1,0.049,ppm,45,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
9/5/2023,AQS,80050006,1,0.047,ppm,44,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
9/6/2023,AQS,80050006,1,0.051,ppm,47,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
9/7/2023,AQS,80050006,1,0.06,ppm,67,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
9/8/2023,AQS,80050006,1,0.055,ppm,51,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
9/9/2023,AQS,80050006,1,0.054,ppm,50,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
9/10/2023,AQS,80050006,1,0.048,ppm,44,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
9/11/2023,AQS,80050006,1,0.05,ppm,46,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
9/12/2023,AQS,80050006,1,0.048,ppm,44,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
9/13/2023,AQS,80050006,1,0.057,ppm,58,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
9/14/2023,AQS,80050006,1,0.05,ppm,46,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
9/15/2023,AQS,80050006,1,0.035,ppm,32,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
9/16/2023,AQS,80050006,1,0.06,ppm,67,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
9/17/2023,AQS,80050006,1,0.049,ppm,45,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
9/18/2023,AQS,80050006,1,0.061,ppm,71,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
9/19/2023,AQS,80050006,1,0.057,ppm,58,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
9/20/2023,AQS,80050006,1,0.046,ppm,43,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
9/21/2023,AQS,80050006,1,0.045,ppm,42,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
9/22/2023,AQS,80050006,1,0.053,ppm,49,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
9/23/2023,AQS,80050006,1,0.059,ppm,64,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
9/24/2023,AQS,80050006,1,0.057,ppm,58,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
9/25/2023,AQS,80050006,1,0.061,ppm,71,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
9/26/2023,AQS,80050006,1,0.061,ppm,71,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
9/27/2023,AQS,80050006,1,0.055,ppm,51,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
9/28/2023,AQS,80050006,1,0.054,ppm,50,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
9/29/2023,AQS,80050006,1,0.049,ppm,45,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
9/30/2023,AQS,80050006,1,0.044,ppm,41,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
10/1/2023,AQS,80050006,1,0.043,ppm,40,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
10/2/2023,AQS,80050006,1,0.044,ppm,41,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
10/3/2023,AQS,80050006,1,0.048,ppm,44,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
10/4/2023,AQS,80050006,1,0.052,ppm,48,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
10/5/2023,AQS,80050006,1,0.043,ppm,40,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
10/6/2023,AQS,80050006,1,0.036,ppm,33,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
10/7/2023,AQS,80050006,1,0.045,ppm,42,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
10/8/2023,AQS,80050006,1,0.046,ppm,43,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
10/9/2023,AQS,80050006,1,0.05,ppm,46,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
10/10/2023,AQS,80050006,1,0.05,ppm,46,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
10/11/2023,AQS,80050006,1,0.048,ppm,44,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
10/12/2023,AQS,80050006,1,0.039,ppm,36,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
10/13/2023,AQS,80050006,1,0.045,ppm,42,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
10/14/2023,AQS,80050006,1,0.041,ppm,38,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
10/15/2023,AQS,80050006,1,0.047,ppm,44,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
10/16/2023,AQS,80050006,1,0.05,ppm,46,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
10/17/2023,AQS,80050006,1,0.048,ppm,44,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
10/18/2023,AQS,80050006,1,0.047,ppm,44,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
10/19/2023,AQS,80050006,1,0.049,ppm,45,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
10/20/2023,AQS,80050006,1,0.052,ppm,48,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
10/21/2023,AQS,80050006,1,0.051,ppm,47,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
10/22/2023,AQS,80050006,1,0.05,ppm,46,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
10/23/2023,AQS,80050006,1,0.052,ppm,48,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
10/24/2023,AQS,80050006,1,0.049,ppm,45,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
10/25/2023,AQS,80050006,1,0.047,ppm,44,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
10/26/2023,AQS,80050006,1,0.026,ppm,24,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
10/27/2023,AQS,80050006,1,0.034,ppm,31,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
10/28/2023,AQS,80050006,1,0.025,ppm,23,Aurora East,17,100,44201,Ozone,87,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,5,Arapahoe,39.638522,-104.569335
